"rt","stimulus","response","typeoftrial","subject","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","question_order","practice_rating","sentence_num","rating","Experiment"
"1095","You see how a boy is peeling a banana <br> T&uacute ves como un ni&ntildeo est&aacute pelando una banana","{""Q0"":3}","trial","11948","survey-likert","54","103193","0.0-5.0-0.35","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","30","3",""
"1509","You drop a bowling ball on a light bulb <br> T&uacute tiras una bola de boliche a una bombilla","{""Q0"":2}","trial","11948","survey-likert","55","104707","0.0-5.0-0.36","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","14","2",""
"1412","You see how a kitten is playing in the sandbox <br> T&uacute ves como un gatito est&aacute jugando en la caja de arena","{""Q0"":3}","trial","11948","survey-likert","56","106124","0.0-5.0-0.37","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","52","3",""
"1097","You see how a doctor is taking a stethoscope <br> T&uacute ves como un doctor est&aacute agarrando un estetoscopio","{""Q0"":4}","trial","11948","survey-likert","57","107234","0.0-5.0-0.38","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","49","4",""
"1107","You drop a remote on the rug <br> T&uacute tiras un control remoto a la alfombra","{""Q0"":4}","trial","11948","survey-likert","58","108349","0.0-5.0-0.39","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","39","4",""
"1273","You drop a thermometer on the box <br> T&uacute tiras un term&oacutemetro a la caja","{""Q0"":0}","trial","11948","survey-likert","59","109628","0.0-5.0-0.40","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","70","0",""
"2179","You drop a thermometer on the box <br> T&uacute tiras un term&oacutemetro a la caja","{""Q0"":""explanation""}","low_rate","11948","survey-text","60","111817","0.0-5.0-1.40-0.40","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","","","70","",""
"1229","You drop a toothbrush on the sponge <br> T&uacute tiras un cepillo de dientes en la esponja","{""Q0"":2}","trial","11948","survey-likert","61","113050","0.0-5.0-0.41","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","25","2",""
"1052","You see how an old man is hammering a nail <br> T&uacute ves como un hombre anciano est&aacute martillando un clavo","{""Q0"":3}","trial","11948","survey-likert","62","114108","0.0-5.0-0.42","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","29","3",""
"1282","You see how an astronaut is putting on a space suit <br> T&uacute ves como un astronauta se est&aacute poniendo su traje espacial","{""Q0"":3}","trial","11948","survey-likert","63","115395","0.0-5.0-0.43","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","33","3",""
"3047","You drop a bowling ball on a paper cup <br> T&uacute tiras una bola de boliche a un vaso de papel","{""Q0"":4}","trial","11948","survey-likert","64","118449","0.0-5.0-0.44","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","24","4",""
"1061","You drop a watch on the laptop <br> T&uacute tiras un reloj al port&aacutetil","{""Q0"":2}","trial","11948","survey-likert","65","119516","0.0-5.0-0.45","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","37","2",""
"1192","You drop a bowling ball on a wine glass <br> T&uacute tiras una bola de boliche a una copa de vino","{""Q0"":3}","trial","11948","survey-likert","66","120714","0.0-5.0-0.46","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","5","3",""
"1469","You see how a giraffe is playing with a zebra <br> T&uacute ves como una jirafa est&aacute jugando con una cebra","{""Q0"":4}","trial","11948","survey-likert","67","122189","0.0-5.0-0.47","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","65","4",""
"1225","You drop a bowling ball on an iPhone <br> T&uacute tiras una bola de boliche a un iPhone","{""Q0"":1}","trial","11948","survey-likert","68","123420","0.0-5.0-0.48","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","13","1",""
"4038","You drop a bowling ball on an iPhone <br> T&uacute tiras una bola de boliche a un iPhone","{""Q0"":""explanation""}","low_rate","11948","survey-text","69","127473","0.0-5.0-1.48-0.48","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","","","13","",""
"1784","You drop a bowling ball on a piece of sushi <br> T&uacute tiras una bola de boliche a un pedazo de sushi","{""Q0"":0}","trial","11948","survey-likert","70","129260","0.0-5.0-0.49","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","21","0",""
"2274","You drop a bowling ball on a piece of sushi <br> T&uacute tiras una bola de boliche a un pedazo de sushi","{""Q0"":""explanation""}","low_rate","11948","survey-text","71","131546","0.0-5.0-1.49-0.49","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","","","21","",""
"1319","You see how a parrot is eating an apple <br> T&uacute ves como un loro est&aacute comiendo una manzana","{""Q0"":3}","trial","11948","survey-likert","72","132868","0.0-5.0-0.50","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","58","3",""
"1265","You drop a cushion on the magazine <br> T&uacute tiras un coj&iacuten a la revista","{""Q0"":3}","trial","11948","survey-likert","73","134140","0.0-5.0-0.51","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","38","3",""
"1224","You drop a bowling ball on a cracker <br> T&uacute tiras una bola de boliche a una galleta","{""Q0"":4}","trial","11948","survey-likert","74","135370","0.0-5.0-0.52","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","4","4",""
"1833","You drop a bowling ball on a tile <br> T&uacute tiras una bola de boliche a una baldosa","{""Q0"":4}","trial","11948","survey-likert","75","137210","0.0-5.0-0.53","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","22","4",""
"1405","You drop a needle on the mouse pad <br> T&uacute tiras una aguja a la alfombrilla para el rat&oacuten","{""Q0"":4}","trial","11948","survey-likert","76","138620","0.0-5.0-0.54","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","42","4",""
"1264","You see how a nurse is taking a syringe <br> T&uacute ves como una enfermera est&aacute agarrando una jeringuilla","{""Q0"":4}","trial","11948","survey-likert","77","139890","0.0-5.0-0.55","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","48","4",""
"1467","You drop a bowling ball on a strawberry <br> T&uacute tiras una bola de boliche a una fresa","{""Q0"":4}","trial","11948","survey-likert","78","141364","0.0-5.0-0.56","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","20","4",""
"1316","You drop a bowling ball on a chocolate ice-cream <br> T&uacute tiras una bola de boliche a un helado de chocolate","{""Q0"":1}","trial","11948","survey-likert","79","142685","0.0-5.0-0.57","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","11","1",""
"2324","You drop a bowling ball on a chocolate ice-cream <br> T&uacute tiras una bola de boliche a un helado de chocolate","{""Q0"":""explanation""}","low_rate","11948","survey-text","80","145020","0.0-5.0-1.57-0.57","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","","","11","",""
"1367","You drop a bowling ball on an egg <br> T&uacute tiras una bola de boliche a un huevo","{""Q0"":3}","trial","11948","survey-likert","81","146390","0.0-5.0-0.58","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","6","3",""
"1239","You drop a pencil on the shoe <br> T&uacute tiras un l&aacutepiz al zapato","{""Q0"":3}","trial","11948","survey-likert","82","147635","0.0-5.0-0.59","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","40","3",""
"1069","You see how a photographer is taking a photo of a lion <br> T&uacute ves como un fot&oacutegrafo est&aacute tomando una foto de un le&oacuten","{""Q0"":3}","trial","11948","survey-likert","83","148711","0.0-5.0-0.60","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","72","3",""
"1224","You see how an owl is sitting on the branch <br> T&uacute ves como un b&uacuteho est&aacute reposando en una rama","{""Q0"":4}","trial","11948","survey-likert","84","149942","0.0-5.0-0.61","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","69","4",""
"1582","You see how a hairdresser is taking scissors <br> T&uacute ves como una peluquera est&aacute agarrando las tijeras","{""Q0"":4}","trial","11948","survey-likert","85","151530","0.0-5.0-0.62","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","60","4",""
"1060","You see how a zebra is playing with a horse <br> T&uacute ves como una cebra est&aacute jugando con un caballo","{""Q0"":2}","trial","11948","survey-likert","86","152597","0.0-5.0-0.63","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","66","2",""
"1704","You drop a bowling ball on a hat <br> T&uacute tiras una bola de boliche a una gorra","{""Q0"":3}","trial","11948","survey-likert","87","154307","0.0-5.0-0.64","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","10","3",""
"1337","You see how a postman is driving a car <br> T&uacute ves como un cartero est&aacute conduciendo un coche","{""Q0"":1}","trial","11948","survey-likert","88","155651","0.0-5.0-0.65","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","32","1",""
"2048","You see how a postman is driving a car <br> T&uacute ves como un cartero est&aacute conduciendo un coche","{""Q0"":""explanation""}","low_rate","11948","survey-text","89","157709","0.0-5.0-1.65-0.65","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","","","32","",""
"1358","You see how a thief is stealing a wallet <br> T&uacute ves como un ladr&oacuten est&aacute robando una billetera","{""Q0"":2}","trial","11948","survey-likert","90","159071","0.0-5.0-0.66","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","68","2",""
"1183","You see how a cook is taking a knife <br> T&uacute ves como un cocinero est&aacute agarrando un cuchillo","{""Q0"":3}","trial","11948","survey-likert","91","160261","0.0-5.0-0.67","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","71","3",""
"2038","You drop a ring on the newspaper <br> T&uacute tiras un anillo al peri&oacutedico","{""Q0"":2}","trial","11948","survey-likert","92","162305","0.0-5.0-0.68","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","41","2",""
"1093","You see how a man is playing with a cat <br> T&uacute ves como un hombre est&aacute jugando con un gato","{""Q0"":3}","trial","11948","survey-likert","93","163411","0.0-5.0-0.69","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","67","3",""
"1447","You see how a student is writing on a board <br> T&uacute ves como un estudiante est&aacute escribiendo en la pizarra","{""Q0"":4}","trial","11948","survey-likert","94","164864","0.0-5.0-0.70","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","50","4",""
"1574","You see how a horse is chewing hay <br> T&uacute ves como un caballo est&aacute masticando el heno","{""Q0"":4}","trial","11948","survey-likert","95","166444","0.0-5.0-0.71","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","55","4",""
"1498","
    <p style=""font-size:20px;""> You have completed the experiment portion! </p>
    <p style=""font-size:20px;""> Before you are done, we would like you to answer some basic demographic questions. </p>
    <p style=""font-size:20px;""> Note that your answers to these questions will not affect your compensation/credit. </p>
    <p style=""font-size:20px;""> Click the button below to continue.</p>
    ","0","demo","11948","html-button-response","96","167948","0.0-6.0","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","","","","",""
"5768","","{""Age"":""22"",""Gender"":""female"",""Education"":""15""}","demo","11948","survey-text","97","173730","0.0-7.0-0.0","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","","","","",""
"2768","","{""Race"":[""Asian"",""White/Caucasian""]}","demo","11948","survey-multi-select","98","176504","0.0-7.0-1.0","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0]","","","",""
"2975","","{""Latino"":""No"",""Alert"":""Evening""}","demo","11948","survey-multi-choice","99","179484","0.0-7.0-2.0","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","[0,1]","","","",""
"2405","","{""Q0"":""no""}","demo","11948","survey-text","100","181900","0.0-7.0-3.0","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","","","","",""
"974","<p>Thank you for participating! </p><strong>Your completion code is: CXEJB7NH. Please copy-paste this code and submit it on Prolific.</strong><p>Click <a href=""https://drive.google.com/file/d/1c70cdHFlc0AaR6RujLWLJwWkv1RbHQJY/view?usp=sharing"" target=""_blank"" rel=""noopener noreferrer"">here</a> to access the debriefing form and know more about our research. <p> Please click the button below to finish the experiment and save your data.</p> <p> IMPORTANT: Please <strong>do not leave this page </strong> without clicking the button below.</p> <p> You may close the tab/window after you click the button below.","0","","","html-button-response","101","182878","0.0-8.0","1","1","2022-11-29 17:47:42","2df368f4e41f066fd1c82c297b4a1108","139.140.208.169","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15","Macintosh","Safari","16.1","OS X","10_15_7","","","","",""
